,indicator_category,indicator,gender,race_ethnicity,rate,state,year
2418,Infectious Disease,Percent of Children Who Received Seasonal Flu Shot,Both,All,36.2, CO,2014
6076,HIV/AIDS,"HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,Black,2.7, MN,2014
6080,HIV/AIDS,"HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,Other,8.4, MN,2014
6100,Injury and Violence,"Homicide Rate (Age-Adjusted; Per 100,000 people)",Both,Hispanic,2.7, MN,2014
5498,Injury and Violence,"Homicide Rate (Age-Adjusted; Per 100,000 people)",Both,Hispanic,3.8, FL,2014
5574,Injury and Violence,"Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,Black,13.3, FL,2014
6154,Injury and Violence,"Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)",Female,All,1.7, MN,2014
5510,Maternal and Child Health,"Infant Mortality Rate (Per 1,000 live births)",Both,All,4.6, FL,2014
5516,Maternal and Child Health,"Infant Mortality Rate (Per 1,000 live births)",Both,Black,8.1, FL,2014
6168,Injury and Violence,"Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,Other,12.1, MN,2014
5519,Maternal and Child Health,"Infant Mortality Rate (Per 1,000 live births)",Both,Hispanic,3.7, FL,2014
5523,Maternal and Child Health,"Infant Mortality Rate (Per 1,000 live births)",Both,White,2.4, FL,2014
5529,Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",Male,All,38.4, FL,2014
5530,Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",Female,All,21.0, FL,2014
6153,Injury and Violence,"Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)",Male,All,3.3, MN,2014
5531,Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,All,28.4, FL,2014
6162,Injury and Violence,"Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,Black,1.6, MN,2014
5542,Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,Black,30.0, FL,2014
5547,Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,Hispanic,26.7, FL,2014
5553,Cancer,"Lung Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,White,33.3, FL,2014
6155,Injury and Violence,"Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,All,2.3, MN,2014
5558,Injury and Violence,"Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)",Male,All,15.9, FL,2014
5559,Injury and Violence,"Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)",Female,All,4.6, FL,2014
5560,Injury and Violence,"Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,All,10.1, FL,2014
6165,Injury and Violence,"Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,Hispanic,6.0, MN,2014
3970,HIV/AIDS,"Persons Living with HIV/AIDS Rate (Per 100,000 people)",Both,Black,429.7, MO,2014
3976,HIV/AIDS,"Persons Living with HIV/AIDS Rate (Per 100,000 people)",Both,White,222.8, MO,2014
3959,HIV/AIDS,"Persons Living with HIV/AIDS Rate (Per 100,000 people)",Both,All,270.6, MO,2014
8244,Injury and Violence,"Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,White,10.2, AZ,2014
8334,Tobacco,Percent of Adults Who Currently Smoke,Male,All,19.5, AZ,2014
8370,Maternal and Child Health,Percent of Low Birth Weight Babies Born,Both,Hispanic,6.1, OR,2014
2428,Infectious Disease,Percent of Children Who Received Seasonal Flu Shot,Both,Black,23.1, CO,2014
2516,HIV/AIDS,"Persons Living with HIV/AIDS Rate (Per 100,000 people)",Both,Asian/PI,191.0, CO,2014
2519,HIV/AIDS,"Persons Living with HIV/AIDS Rate (Per 100,000 people)",Both,Black,935.1, CO,2014
2522,HIV/AIDS,"Persons Living with HIV/AIDS Rate (Per 100,000 people)",Both,Hispanic,512.7, CO,2014
8221,Injury and Violence,"Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,All,10.0, AZ,2014
2525,HIV/AIDS,"Persons Living with HIV/AIDS Rate (Per 100,000 people)",Both,Multiracial,245.3, CO,2014
8220,Injury and Violence,"Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)",Female,All,6.0, AZ,2014
2528,HIV/AIDS,"Persons Living with HIV/AIDS Rate (Per 100,000 people)",Both,Native American,851.1, CO,2014
8219,Injury and Violence,"Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)",Male,All,13.9, AZ,2014
2531,HIV/AIDS,"Persons Living with HIV/AIDS Rate (Per 100,000 people)",Both,White,586.9, CO,2014
2558,Food Safety,"Rate of Laboratory Confirmed Infections Caused by Salmonella (Per 100,000 people)",Male,All,14.7, CO,2014
2559,Food Safety,"Rate of Laboratory Confirmed Infections Caused by Salmonella (Per 100,000 people)",Female,All,10.0, CO,2014
2560,Food Safety,"Rate of Laboratory Confirmed Infections Caused by Salmonella (Per 100,000 people)",Both,All,12.3, CO,2014
2567,Food Safety,"Rate of Laboratory Confirmed Infections Caused by Salmonella (Per 100,000 people)",Both,Asian/PI,4.9, CO,2014
8228,Injury and Violence,"Motor Vehicle Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,Asian/PI,5.8, AZ,2014
2570,Food Safety,"Rate of Laboratory Confirmed Infections Caused by Salmonella (Per 100,000 people)",Both,Black,8.6, CO,2014
2578,Food Safety,"Rate of Laboratory Confirmed Infections Caused by Salmonella (Per 100,000 people)",Both,Other,413.9, CO,2014
2581,Food Safety,"Rate of Laboratory Confirmed Infections Caused by Salmonella (Per 100,000 people)",Both,White,11.8, CO,2014
2584,Food Safety,"Rate of Laboratory Confirmed Infections Caused by Shiga Toxin-Producing E-Coli (Per 100,000 people)",Male,All,3.0, CO,2014
2648,Infectious Disease,"Tuberculosis Incidence Rate (Per 100,000 people)",Both,White,0.3, CO,2014
8375,Infectious Disease,Percent of Children Who Received Seasonal Flu Shot,Male,All,2.8, AZ,2014
8377,Infectious Disease,Percent of Children Who Received Seasonal Flu Shot,Both,All,5.4, AZ,2014
8548,Injury and Violence,"Suicide Rate  (Age-Adjusted; Per 100,000 people)",Both,Black,7.4, AZ,2014
8545,Injury and Violence,"Suicide Rate  (Age-Adjusted; Per 100,000 people)",Both,Asian/PI,6.7, AZ,2014
8539,Injury and Violence,"Suicide Rate  (Age-Adjusted; Per 100,000 people)",Both,All,13.4, AZ,2014
8538,Injury and Violence,"Suicide Rate  (Age-Adjusted; Per 100,000 people)",Female,All,6.9, AZ,2014
8533,Food Safety,"Rate of Laboratory Confirmed Infections Caused by Shiga Toxin-Producing E-Coli (Per 100,000 people)",Both,White,1.3, AZ,2014
6082,HIV/AIDS,"HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,White,3.5, MN,2014
8537,Injury and Violence,"Suicide Rate  (Age-Adjusted; Per 100,000 people)",Male,All,19.7, AZ,2014
2573,Food Safety,"Rate of Laboratory Confirmed Infections Caused by Salmonella (Per 100,000 people)",Both,Hispanic,13.6, CO,2014
2425,Infectious Disease,Percent of Children Who Received Seasonal Flu Shot,Both,Asian/PI,28.9, CO,2014
2585,Food Safety,"Rate of Laboratory Confirmed Infections Caused by Shiga Toxin-Producing E-Coli (Per 100,000 people)",Female,All,2.3, CO,2014
8146,Injury and Violence,"Homicide Rate (Age-Adjusted; Per 100,000 people)",Both,White,5.0, AZ,2014
2431,Infectious Disease,Percent of Children Who Received Seasonal Flu Shot,Both,Hispanic,26.4, CO,2014
2434,Infectious Disease,Percent of Children Who Received Seasonal Flu Shot,Both,Native American,24.1, CO,2014
8322,Tobacco,Percent of Adults Who Currently Smoke,Both,Hispanic,18.5, AZ,2014
2437,Infectious Disease,Percent of Children Who Received Seasonal Flu Shot,Both,White,28.9, CO,2014
8289,Infectious Disease,Percent of Adults Over Age 65 Who Received Pneumonia Vaccine,Both,All,0.2, AZ,2014
8335,Tobacco,Percent of Adults Who Currently Smoke,Female,All,11.7, AZ,2014
2507,HIV/AIDS,"Persons Living with HIV/AIDS Rate (Per 100,000 people)",Male,All,1032.0, CO,2014
2508,HIV/AIDS,"Persons Living with HIV/AIDS Rate (Per 100,000 people)",Female,All,121.6, CO,2014
2509,HIV/AIDS,"Persons Living with HIV/AIDS Rate (Per 100,000 people)",Both,All,576.9, CO,2014
2593,Food Safety,"Rate of Laboratory Confirmed Infections Caused by Shiga Toxin-Producing E-Coli (Per 100,000 people)",Both,Black,5.1, CO,2014
8139,Injury and Violence,"Homicide Rate (Age-Adjusted; Per 100,000 people)",Both,Multiracial,0.0, AZ,2014
2597,Food Safety,"Rate of Laboratory Confirmed Infections Caused by Shiga Toxin-Producing E-Coli (Per 100,000 people)",Both,Hispanic,2.6, CO,2014
8136,Injury and Violence,"Homicide Rate (Age-Adjusted; Per 100,000 people)",Both,Hispanic,9.2, AZ,2014
2586,Food Safety,"Rate of Laboratory Confirmed Infections Caused by Shiga Toxin-Producing E-Coli (Per 100,000 people)",Both,All,2.7, CO,2014
2602,Food Safety,"Rate of Laboratory Confirmed Infections Caused by Shiga Toxin-Producing E-Coli (Per 100,000 people)",Both,White,2.6, CO,2014
8130,Injury and Violence,"Homicide Rate (Age-Adjusted; Per 100,000 people)",Both,Asian/PI,4.4, AZ,2014
8123,Injury and Violence,"Homicide Rate (Age-Adjusted; Per 100,000 people)",Both,All,7.8, AZ,2014
8142,Injury and Violence,"Homicide Rate (Age-Adjusted; Per 100,000 people)",Both,Native American,10.2, AZ,2014
8122,Injury and Violence,"Homicide Rate (Age-Adjusted; Per 100,000 people)",Female,All,2.3, AZ,2014
2630,Infectious Disease,"Tuberculosis Incidence Rate (Per 100,000 people)",Both,All,3.8, CO,2014
8121,Injury and Violence,"Homicide Rate (Age-Adjusted; Per 100,000 people)",Male,All,13.3, AZ,2014
8118,HIV/AIDS,"HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,White,5.8, AZ,2014
2638,Infectious Disease,"Tuberculosis Incidence Rate (Per 100,000 people)",Male,All,5.0, CO,2014
2639,Infectious Disease,"Tuberculosis Incidence Rate (Per 100,000 people)",Both,Asian/PI,34.3, CO,2014
2642,Infectious Disease,"Tuberculosis Incidence Rate (Per 100,000 people)",Both,Black,17.1, CO,2014
8116,HIV/AIDS,"HIV-Related Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,Other,2.5, AZ,2014
2645,Infectious Disease,"Tuberculosis Incidence Rate (Per 100,000 people)",Both,Hispanic,2.6, CO,2014
2629,Infectious Disease,"Tuberculosis Incidence Rate (Per 100,000 people)",Female,All,2.7, CO,2014
8133,Injury and Violence,"Homicide Rate (Age-Adjusted; Per 100,000 people)",Both,Black,20.2, AZ,2014
6089,Injury and Violence,"Homicide Rate (Age-Adjusted; Per 100,000 people)",Male,All,9.2, MN,2014
5713,Maternal and Child Health,Percent of Low Birth Weight Babies Born,Both,White,6.8, FL,2014
6091,Injury and Violence,"Homicide Rate (Age-Adjusted; Per 100,000 people)",Both,All,5.4, MN,2014
5917,HIV/AIDS,"AIDS Diagnoses Rate (Per 100,000 people)",Male,All,14.0, MN,2014
5887,Infectious Disease,"Tuberculosis Incidence Rate (Per 100,000 people)",Female,All,3.6, FL,2014
5918,HIV/AIDS,"AIDS Diagnoses Rate (Per 100,000 people)",Female,All,9.4, MN,2014
5926,HIV/AIDS,"AIDS Diagnoses Rate (Per 100,000 people)",Both,Black,14.3, MN,2014
5930,HIV/AIDS,"AIDS Diagnoses Rate (Per 100,000 people)",Both,White,8.2, MN,2014
5933,Cancer,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",Male,All,231.9, MN,2014
5934,Cancer,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",Female,All,136.3, MN,2014
5935,Cancer,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,All,177.6, MN,2014
5951,Cancer,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,White,165.4, MN,2014
5942,Cancer,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,Black,250.1, MN,2014
5950,Cancer,"All Types of Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,Other,240.6, MN,2014
5919,HIV/AIDS,"AIDS Diagnoses Rate (Per 100,000 people)",Both,All,9.4, MN,2014
5811,Food Safety,"Rate of Laboratory Confirmed Infections Caused by Salmonella (Per 100,000 people)",Male,All,27.5, FL,2014
5969,"Nutrition, Physical Activity, & Obesity","Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",Male,All,30.5, MN,2014
5886,Infectious Disease,"Tuberculosis Incidence Rate (Per 100,000 people)",Male,All,6.5, FL,2014
5813,Food Safety,"Rate of Laboratory Confirmed Infections Caused by Salmonella (Per 100,000 people)",Both,All,25.8, FL,2014
5997,Cancer,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,Other,51.7, MN,2014
5825,Food Safety,"Rate of Laboratory Confirmed Infections Caused by Salmonella (Per 100,000 people)",Both,Black,17.4, FL,2014
5831,Food Safety,"Rate of Laboratory Confirmed Infections Caused by Salmonella (Per 100,000 people)",Both,Hispanic,28.2, FL,2014
5993,Cancer,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",Female,Black,13.7, MN,2014
5836,Food Safety,"Rate of Laboratory Confirmed Infections Caused by Salmonella (Per 100,000 people)",Both,White,23.9, FL,2014
5840,Food Safety,"Rate of Laboratory Confirmed Infections Caused by Shiga Toxin-Producing E-Coli (Per 100,000 people)",Male,All,1.1, FL,2014
5841,Food Safety,"Rate of Laboratory Confirmed Infections Caused by Shiga Toxin-Producing E-Coli (Per 100,000 people)",Female,All,0.4, FL,2014
5978,"Nutrition, Physical Activity, & Obesity","Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,Black,40.4, MN,2014
5842,Food Safety,"Rate of Laboratory Confirmed Infections Caused by Shiga Toxin-Producing E-Coli (Per 100,000 people)",Both,All,0.7, FL,2014
5987,"Nutrition, Physical Activity, & Obesity","Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,White,12.7, MN,2014
5856,Injury and Violence,"Suicide Rate  (Age-Adjusted; Per 100,000 people)",Both,All,8.6, FL,2014
5857,Injury and Violence,"Suicide Rate  (Age-Adjusted; Per 100,000 people)",Male,All,14.6, FL,2014
5881,Injury and Violence,"Suicide Rate  (Age-Adjusted; Per 100,000 people)",Both,White,15.1, FL,2014
5858,Injury and Violence,"Suicide Rate  (Age-Adjusted; Per 100,000 people)",Female,All,3.4, FL,2014
5911,Infectious Disease,"Tuberculosis Incidence Rate (Per 100,000 people)",Both,White,0.8, FL,2014
5905,Infectious Disease,"Tuberculosis Incidence Rate (Per 100,000 people)",Both,Hispanic,4.4, FL,2014
6002,Injury and Violence,"Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)",Male,All,16.0, MN,2014
8530,Food Safety,"Rate of Laboratory Confirmed Infections Caused by Shiga Toxin-Producing E-Coli (Per 100,000 people)",Both,Other,0.0, AZ,2014
5738,Maternal and Child Health,Percent of Mothers Under Age 20,Female,White,2.1, FL,2014
5733,Maternal and Child Health,Percent of Mothers Under Age 20,Female,Other,1.7, FL,2014
6060,HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",Both,Hispanic,27.4, MN,2014
6056,HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",Both,Black,34.3, MN,2014
6049,HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",Both,All,20.6, MN,2014
6048,HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",Female,All,20.6, MN,2014
6047,HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",Male,All,34.3, MN,2014
6046,"Nutrition, Physical Activity, & Obesity","Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,White,103.3, MN,2014
5694,Maternal and Child Health,Percent of Low Birth Weight Babies Born,Both,All,8.8, FL,2014
5699,Maternal and Child Health,Percent of Low Birth Weight Babies Born,Both,Black,13.9, FL,2014
6032,"Nutrition, Physical Activity, & Obesity","Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,All,111.8, MN,2014
5970,"Nutrition, Physical Activity, & Obesity","Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",Female,All,10.5, MN,2014
6042,"Nutrition, Physical Activity, & Obesity","Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,Other,156.5, MN,2014
6039,"Nutrition, Physical Activity, & Obesity","Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,Hispanic,47.7, MN,2014
5718,Maternal and Child Health,Percent of Mothers Under Age 20,Female,All,4.1, FL,2014
6036,"Nutrition, Physical Activity, & Obesity","Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,Black,129.7, MN,2014
5724,Maternal and Child Health,Percent of Mothers Under Age 20,Female,Black,7.6, FL,2014
5728,Maternal and Child Health,Percent of Mothers Under Age 20,Female,Hispanic,3.5, FL,2014
6033,"Nutrition, Physical Activity, & Obesity","Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)",Female,All,79.1, MN,2014
5704,Maternal and Child Health,Percent of Low Birth Weight Babies Born,Both,Hispanic,7.5, FL,2014
6063,HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",Both,White,16.0, MN,2014
5999,Cancer,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",Female,White,16.2, MN,2014
5812,Food Safety,"Rate of Laboratory Confirmed Infections Caused by Salmonella (Per 100,000 people)",Female,All,24.2, FL,2014
5888,Infectious Disease,"Tuberculosis Incidence Rate (Per 100,000 people)",Both,All,5.0, FL,2014
5900,Infectious Disease,"Tuberculosis Incidence Rate (Per 100,000 people)",Both,Black,10.3, FL,2014
5971,"Nutrition, Physical Activity, & Obesity","Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,All,19.6, MN,2014
5708,Maternal and Child Health,Percent of Low Birth Weight Babies Born,Both,Other,8.5, FL,2014
6090,Injury and Violence,"Homicide Rate (Age-Adjusted; Per 100,000 people)",Female,All,1.2, MN,2014
5984,"Nutrition, Physical Activity, & Obesity","Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,Other,67.4, MN,2014
5981,"Nutrition, Physical Activity, & Obesity","Diabetes Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,Hispanic,44.6, MN,2014
6253,HIV/AIDS,"Persons Living with HIV/AIDS Rate (Per 100,000 people)",Male,All,1343.4, MN,2014
5351,Cancer,"Female Breast Cancer Mortality Rate (Age-Adjusted; Per 100,000 people)",Female,White,23.6, FL,2014
5365,Injury and Violence,"Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)",Male,All,19.6, FL,2014
5419,HIV/AIDS,"HIV Diagnoses Rate (Per 100,000 people)",Male,All,93.1, FL,2014
5366,Injury and Violence,"Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)",Female,All,2.1, FL,2014
5374,Injury and Violence,"Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,Black,30.9, FL,2014
5379,Injury and Violence,"Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,Hispanic,5.6, FL,2014
5384,Injury and Violence,"Firearm Related Mortality Rate (Age-Adjusted; Per 100,000 people)",Both,White,7.4, FL,2014
5386,"Nutrition, Physical Activity, & Obesity","Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)",Male,All,202.3, FL,2014
5387,"Nutrition, Physical Activity, & Obesity","Heart Disease Mortality Rate (Age-Adjusted; Per 100,000 people)",Female,All,125.1, FL,2014
